0x3007: 'líng,yuán,xīng',
0x29143: 'zhuàng,chóng',
0x29144: 'lù',
0x29145: 'pāng',
0x29146: 'duì',
0x29147: 'bù',
0x2914C: 'chēn',
0x2914D: 'màn',
0x29156: 'xī',
0x2915D: 'ǎn',
0x2915E: 'zhōng,chòng',
0x29160: 'nàn',
0x29161: 'tuò',
0x29162: 'hé',
0x29165: 'duì',
0x29166: 'wān,dān',
0x29167: 'zhōng',
0x29168: 'cén,shèn',
0x29169: 'lì',
0x2916A: 'shuāng',
0x2916E: 'cén',
0x29170: 'sī',
0x29172: 'duì',
0x29174: 'hūn',
0x2917C: 'jiān,jiàn',
0x2917D: 'nóng',
0x2917E: 'dàn',
0x2917F: 'fù',
0x29180: 'huò',
0x29181: 'huì,wèi',
0x29182: 'cí',
0x29184: 'yǒng',
0x29185: 'sà',
0x29186: 'tíng',
0x2918E: 'liù',
0x29191: 'suān',
0x29192: 'líng',
0x29193: 'mán,màn',
0x29194: 'diàn',
0x29198: 'pāo',
0x2919A: 'líng',
0x2919D: 'lì',
0x2919F: 'nóu',
0x291A3: 'liè',
0x291A4: 'shǎn',
0x291A6: 'fèi',
0x291AB: 'shǎn',
0x291AE: 'líng',
0x291AF: 'zhàn,jiān',
0x291B1: 'bīn',
0x291B2: 'lí',
0x291B5: 'sī,xiàn',
0x291B6: 'ráng',
0x291B7: 'jiān',
0x291B8: 'zhuó',
0x291BB: 'líng',
0x291BC: 'líng',
0x291BD: 'mèng',
0x291BF: 'shuāng',
0x291C4: 'líng',
0x291C7: 'hùn',
0x291CE: 'líng',
0x291CF: 'jiān',
0x291D0: 'qú',
0x291D4: 'nóng',
0x291D5: 'jìng',
0x291D6: 'chēn',
0x291DC: 'zhēn,chèng,chēng',
0x291DD: 'qìng',
0x291DF: 'qìng',
0x291E0: 'è,yǎn',
0x291E3: 'sè',
0x291E9: 'bèi',
0x291EB: 'fēi',
0x291EE: 'fèi',
0x291EF: 'féi',
0x291F4: 'fāng',
0x291F5: 'kǔ',
0x291FA: 'zá',
0x291FB: 'huì',
0x291FD: 'féi',
0x29201: 'duì',
0x29206: 'pā',
0x29207: 'niǔ',
0x29208: 'pàng',
0x29209: 'dàn',
0x2920A: 'dān,dàn',
0x2920B: 'ài',
0x2920D: 'tiǎn',
0x2920E: 'chǎo',
0x2920F: 'ǎo,yǒu',
0x29210: 'mèi',
0x29211: 'nǎn',
0x29214: 'bò',
0x29215: 'yù,chì',
0x29216: 'xiān,hān',
0x29217: 'mài',
0x2921A: 'pīng',
0x2921C: 'duī',
0x2921E: 'dào',
0x29221: 'xìng',
0x29222: 'nì,nǜ',
0x29223: 'hān',
0x29224: 'chù',
0x29225: 'shuǎ',
0x29226: 'mǎn',
0x2922C: 'wàn',
0x2922D: 'yì',
0x2922E: 'diào',
0x2922F: 'yān',
0x29231: 'wò',
0x29232: 'suàn',
0x29234: 'ǎn',
0x29235: 'lán',
0x29236: 'nǎn',
0x29238: 'qiǔ',
0x29239: 'miàn',
0x2923A: 'nuǒ',
0x2923B: 'cán',
0x2923C: 'cǎn',
0x29240: 'làn',
0x29241: 'tiǎn',
0x29242: 'yè',
0x29244: 'niǎn',
0x29246: 'shuǎ',
0x2924B: 'cí',
0x2924D: 'jiǎn',
0x29250: 'gàn',
0x29254: 'jiàn',
0x29255: 'guó',
0x29257: 'zhān',
0x29259: 'luǒ',
0x2925C: 'jī,hàng',
0x2925D: 'guì',
0x29261: 'jiá',
0x29262: 'jǐ',
0x29265: 'xuàn',
0x29267: 'fēng',
0x2926B: 'bì',
0x2926C: 'qí,chí',
0x2926F: 'yuán',
0x29270: 'àng',
0x29271: 'dī',
0x29274: 'è',
0x29275: 'fén',
0x29278: 'jù',
0x29279: 'nǐ',
0x2927A: 'tuó',
0x2927C: 'shēn',
0x2927D: 'fú',
0x2927E: 'xiá',
0x2927F: 'qú',
0x29280: 'pò',
0x29281: 'wǎn',
0x29282: 'líng',
0x29283: 'mà',
0x29284: 'zhòu',
0x29285: 'bào',
0x29287: 'yù',
0x2928C: 'běng',
0x2928D: 'mài',
0x2928F: 'jiā',
0x29291: 'yǎng',
0x29293: 'kuǎ,kù',
0x29294: 'jiào',
0x29296: 'bǐng',
0x2929A: 'luò',
0x2929B: 'guǐ',
0x2929C: 'duò',
0x2929D: 'zhì',
0x292A1: 'zhèn',
0x292A2: 'è',
0x292A3: 'zhū',
0x292A4: 'bá',
0x292A8: 'zhèn',
0x292A9: 'fēng,féng',
0x292AA: 'dòu',
0x292AB: 'niǎn',
0x292AC: 'bù',
0x292AD: 'duì',
0x292AE: 'shā,suō',
0x292AF: 'sè',
0x292B0: 'bì',
0x292B4: 'zhì',
0x292B5: 'zhé',
0x292B6: 'bù',
0x292BA: 'jué',
0x292BB: 'xùn',
0x292BF: 'xì',
0x292C1: 'zhuó',
0x292C2: 'bài',
0x292C3: 'yáo,táo',
0x292C4: 'chǒu',
0x292C5: 'tà',
0x292C6: 'qiān',
0x292C8: 'nào',
0x292C9: 'yù',
0x292CA: 'è',
0x292CB: 'jiān',
0x292CC: 'yì',
0x292CD: 'xiāo',
0x292CF: 'niè',
0x292D2: 'bīng',
0x292D7: 'guǒ',
0x292D8: 'xié',
0x292D9: 'diào',
0x292DC: 'jū',
0x292DD: 'suǒ',
0x292DE: 'dié',
0x292DF: 'fú,fù',
0x292E0: 'miǎn',
0x292E1: 'shì',
0x292E2: 'xuàn,yùn',
0x292E3: 'tí',
0x292E4: 'yù',
0x292E7: 'xié,kài',
0x292E8: 'fú',
0x292E9: 'zhì',
0x292EA: 'nǐ',
0x292EB: 'xuàn',
0x292EC: 'yáng',
0x292EE: 'fěng,bāng',
0x292EF: 'zòng',
0x292F0: 'zhòu',
0x292F1: 'xuān',
0x292F5: 'zhū',
0x292F7: 'la',
0x292F9: 'yìng',
0x292FA: 'gào',
0x292FB: 'kuò',
0x292FD: 'é',
0x292FE: 'wéi,wěi,xuē',
0x292FF: 'méi',
0x29303: 'huái,guì',
0x29304: 'chǒu,zhōu',
0x29306: 'suǒ',
0x29307: 'tà',
0x29308: 'suǒ',
0x29309: 'tà',
0x2930A: 'xuè',
0x2930C: 'gǒng',
0x2930D: 'jiǎ',
0x2930F: 'bó,fú,bù,fù',
0x29310: 'tà',
0x29311: 'yuǎn',
0x29318: 'tà',
0x2931D: 'chuí',
0x29320: 'xiōng',
0x29321: 'hé,juē',
0x29322: 'suō',
0x29327: 'mò',
0x29328: 'chóng',
0x29329: 'suī',
0x2932A: 'zé',
0x2932B: 'lù',
0x2932C: 'zhāng',
0x2932D: 'luò',
0x2932E: 'xù',
0x2932F: 'jiān',
0x29330: 'shān',
0x29332: 'xù',
0x2933E: 'jiǎng',
0x29342: 'bào',
0x29343: 'mái',
0x29345: 'tóng',
0x29346: 'xì',
0x29349: 'róng',
0x2934B: 'shéng',
0x2934C: 'zhòu',
0x2934E: 'jiān',
0x2934F: 'fù',
0x29350: 'dèng',
0x29353: 'yōng',
0x29354: 'jū,qū',
0x29356: 'yì',
0x29357: 'bāng',
0x29359: 'sè',
0x2935A: 'suì',
0x2935C: 'duó',
0x2935D: 'xiè',
0x29361: 'huán',
0x29365: 'rǔ',
0x29366: 'nǐ',
0x29367: 'zhòu',
0x29368: 'guì',
0x2936A: 'luò',
0x29372: 'zhī,chàn',
0x29373: 'xù',
0x29375: 'zhī',
0x29377: 'jué',
0x29378: 'jū',
0x2937B: 'yuán',
0x2937C: 'lú',
0x2937F: 'bó,fù',
0x29382: 'róng',
0x29383: 'xiè',
0x29389: 'xǐ',
0x2938A: 'luó',
0x2938E: 'gé',
0x29391: 'zuān',
0x29392: 'hàn,jiān',
0x29394: 'jiāo',
0x29395: 'sǎ',
0x29396: 'qín,qián',
0x29397: 'qūn',
0x29398: 'páo',
0x29399: 'yuè',
0x2939A: 'chè',
0x2939B: 'fú',
0x2939C: 'pēi',
0x2939F: 'mèi,mò,wà',
0x293A2: 'tāo',
0x293A4: 'kēn',
0x293A5: 'xì',
0x293AB: 'duò',
0x293AD: 'yì',
0x293B0: 'suì',
0x293B2: 'xiá',
0x293B3: 'juān',
0x293B5: 'wéi',
0x293B7: 'yì',
0x293B9: 'yù',
0x293BB: 'bài',
0x293BC: 'tuó',
0x293BD: 'tà',
0x293BE: 'páo',
0x293C2: 'bǐng,bì',
0x293C5: 'yùn',
0x293C6: 'yùn',
0x293C7: 'duàn',
0x293C8: 'ruǎn',
0x293C9: 'wéi',
0x293CF: 'wéi',
0x293D0: 'guì,wěi',
0x293D2: 'dá',
0x293D3: 'xiá',
0x293D6: 'hùn',
0x293D7: 'juǎn',
0x293D8: 'suī',
0x293DA: 'suì',
0x293DD: 'lóu',
0x293DE: 'bài',
0x293DF: 'yù',
0x293E0: 'zhèng',
0x293E1: 'guì',
0x293E3: 'kuī',
0x293E4: 'gāo',
0x293E5: 'dān',
0x293E9: 'xiǎn',
0x293EA: 'zhái',
0x293EB: 'sè',
0x293ED: 'kē',
0x293EE: 'bǔ',
0x293EF: 'bó',
0x293F2: 'suì',
0x293F4: 'yù',
0x293F5: 'bǔ,bù',
0x293F6: 'jiū',
0x293F7: 'jiū,jiào',
0x293F9: 'juàn',
0x293FA: 'jué',
0x293FC: 'nà',
0x293FD: 'zhái',
0x293FE: 'tāo',
0x293FF: 'wěi',
0x29400: 'xiá',
0x29401: 'xiè',
0x29405: 'sà',
0x29406: 'jī',
0x29409: 'xiè',
0x2940C: 'duì',
0x2940D: 'zǐ',
0x29418: 'yuǎn',
0x29419: 'qìn',
0x2941A: 'fú',
0x2941B: 'péng',
0x2941C: 'páo',
0x2941E: 'yìn',
0x29420: 'hōng',
0x29421: 'zú',
0x29423: 'gōng',
0x29424: 'dòng',
0x29425: 'hē',
0x29426: 'wò',
0x29428: 'pāng',
0x2942B: 'sù',
0x2942C: 'kǎn',
0x2942D: 'niè',
0x2942E: 'háo',
0x2942F: 'fèng',
0x29430: 'è',
0x29431: 'yè',
0x29434: 'tíng',
0x29435: 'dòng',
0x29436: 'zhé',
0x29437: 'sāng',
0x2943B: 'mò',
0x2943C: 'sù',
0x2943E: 'lè',
0x29440: 'pǔ',
0x29441: 'é',
0x29442: 'zhuó',
0x29443: 'yè',
0x29447: 'xiāng',
0x29448: 'guàng',
0x29449: 'rěn',
0x2944A: 'líng',
0x2944D: 'ào',
0x29450: 'chāi',
0x29452: 'duó',
0x29453: 'qióng',
0x29454: 'kū,yà',
0x29455: 'xū',
0x29456: 'huán',
0x29457: 'yāo',
0x29458: 'zhèn',
0x29459: 'tǐng',
0x2945A: 'běng,lèi',
0x2945D: 'áng',
0x2945F: 'kān,qiān',
0x29461: 'kū,gěn',
0x29462: 'péi,bāi',
0x29463: 'yòu',
0x29464: 'ǎo',
0x29465: 'mén',
0x29466: 'mò',
0x2946C: 'fǔ,guī',
0x2946D: 'qīng',
0x2946E: 'là',
0x2946F: 'dǒu',
0x29470: 'tǎn',
0x29473: 'qiǎn',
0x29474: 'yào',
0x29475: 'wèi',
0x29476: 'hú,kū',
0x29477: 'mò',
0x29478: 'hē',
0x29479: 'xuàn',
0x2947B: 'bì,pó',
0x2947C: 'pō',
0x2947E: 'dī',
0x29480: 'zhěn',
0x29482: 'shī',
0x29483: 'kǎn',
0x29484: 'cè',
0x29487: 'xū',
0x29488: 'zhěn',
0x2948A: 'zhǔ',
0x2948F: 'huì',
0x29490: 'chǐ',
0x29493: 'hǒng',
0x29494: 'nóu',
0x29495: 'niè,pò,è',
0x29496: 'yàn',
0x29498: 'chǒng',
0x29499: 'fǔ,guì',
0x2949A: 'guāng',
0x2949B: 'qī',
0x2949D: 'gěn',
0x2949E: 'tǐng',
0x294A2: 'tǎn',
0x294A3: 'qiǎn',
0x294A6: 'jiù,xìn',
0x294A7: 'xū',
0x294A8: 'qǐ',
0x294AA: 'zhèn',
0x294AE: 'qiú',
0x294B0: 'ě',
0x294B3: 'huì',
0x294B4: 'hòng',
0x294B5: 'qǐng',
0x294B7: 'chē,rǒng',
0x294BA: 'fù',
0x294BC: 'hōng',
0x294BD: 'xī',
0x294BE: 'wú',
0x294BF: 'máng',
0x294C2: 'tī',
0x294C5: 'hōng',
0x294D0: 'bó',
0x294D2: 'qǐn',
0x294D3: 'gěn',
0x294D6: 'fú',
0x294D7: 'kuǐ',
0x294DD: 'bié',
0x294DE: 'jìng',
0x294DF: 'kǎn',
0x294E0: 'guī',
0x294E2: 'gǎo',
0x294E3: 'xū',
0x294E4: 'àn',
0x294E5: 'yuè',
0x294E6: 'wù',
0x294E7: 'yí',
0x294E8: 'jīng',
0x294EA: 'lù',
0x294EB: 'quán',
0x294EC: 'tuí',
0x294EE: 'jì',
0x294FA: 'jiǒng',
0x294FB: 'jué',
0x294FC: 'piē',
0x294FD: 'kūn',
0x29500: 'wài',
0x29501: 'huì',
0x29502: 'dùn',
0x29503: 'yuǎn',
0x29504: 'jié',
0x29506: 'guì',
0x29507: 'gǎo',
0x29508: 'pò',
0x29509: 'mén,mín,hūn',
0x2950A: 'zhuàn',
0x2950B: 'hàng',
0x29514: 'yóng',
0x29515: 'qiú',
0x29517: 'lèi',
0x29518: 'áng',
0x29519: 'pǐ,xìn',
0x2951A: 'wēng,wěng',
0x2951D: 'qìn',
0x2951F: 'qǐn',
0x29520: 'miè',
0x29521: 'dōu',
0x29522: 'mí',
0x29523: 'zhān',
0x29525: 'qǐng',
0x29526: 'yí',
0x2952E: 'bān',
0x29531: 'juān',
0x29533: 'zé',
0x29534: 'xù',
0x29535: 'lán',
0x29536: 'má',
0x29537: 'má',
0x29538: 'ōu',
0x29539: 'bēi',
0x2953B: 'póu',
0x2953C: 'xù',
0x29540: 'ào',
0x29546: 'hǒng',
0x29549: 'hǒng',
0x2954A: 'zhǎn',
0x2954C: 'sěn',
0x2954D: 'gǎo,háo',
0x2954F: 'pó,fán',
0x29550: 'liào',
0x29555: 'wài',
0x29556: 'xuān',
0x2955C: 'kuí',
0x2955F: 'è',
0x29560: 'hàn',
0x29561: 'sè',
0x29564: 'dàn',
0x2956A: 'xuān',
0x2956C: 'è',
0x2956D: 'gài',
0x2956F: 'dāo',
0x29571: 'měng',
0x29572: 'yī',
0x29573: 'nǐng',
0x29575: 'pín',
0x29579: 'cāng',
0x2957E: 'yuàn',
0x29580: 'è',
0x29581: 'niè,yá',
0x29584: 'yǐn',
0x29587: 'qiāo',
0x29589: 'hōng',
0x2958A: 'líng',
0x2958C: 'chān',
0x2958D: 'yǐng',
0x29592: 'guān',
0x29594: 'niǎo',
0x29595: 'xū',
0x29596: 'tán',
0x29597: 'jìn',
0x2959B: 'péng',
0x2959D: 'liáo',
0x295A0: 'bèi',
0x295A3: 'xín,bá',
0x295A4: 'tún',
0x295A5: 'chāo',
0x295A6: 'gān',
0x295A8: 'hū',
0x295A9: 'wǎng',
0x295AC: 'fú',
0x295AD: 'pèi',
0x295AF: 'náo',
0x295B0: 'xún,xín',
0x295B1: 'xuè',
0x295B4: 'liǔ',
0x295B5: 'líng',
0x295B6: 'xuè',
0x295B7: 'qū',
0x295B8: 'háo',
0x295B9: 'yí',
0x295BA: 'hàn',
0x295BC: 'fú',
0x295BD: 'bá',
0x295BE: 'yí',
0x295C0: 'bó',
0x295C4: 'hōng',
0x295C5: 'lì',
0x295C9: 'sà',
0x295CA: 'xī',
0x295CE: 'shì',
0x295CF: 'piāo',
0x295D0: 'huà',
0x295D1: 'yí',
0x295D2: 'bó',
0x295D3: 'bó',
0x295D4: 'něi',
0x295D5: 'qiú',
0x295D8: 'wěi',
0x295D9: 'chè',
0x295DA: 'yóu',
0x295DC: 'wèi',
0x295DD: 'huǐ',
0x295DE: 'sà',
0x295E2: 'hòng',
0x295E3: 'sōu',
0x295E4: 'hàn',
0x295E5: 'páo',
0x295E7: 'fáng',
0x295E9: 'liú',
0x295EA: 'zhòu',
0x295EB: 'pí',
0x295ED: 'lì',
0x295F0: 'chuí',
0x295F1: 'xī',
0x295F2: 'zhēng',
0x295F4: 'bèng',
0x295F5: 'zhēng',
0x295F6: 'suì',
0x295F7: 'yǎn',
0x295FC: 'qīng',
0x295FD: 'wù',
0x295FE: 'liǎng',
0x29600: 'zhào',
0x29601: 'liáng',
0x29605: 'jiē',
0x29607: 'hōng',
0x29608: 'yōu',
0x2960A: 'là',
0x2960B: 'hòu',
0x2960D: 'yuàn',
0x2960E: 'hóng',
0x2960F: 'yè',
0x29611: 'yǐng,yīng',
0x29612: 'xuǎn,juān',
0x29613: 'yóu',
0x29618: 'quán',
0x2961C: 'táng',
0x2961D: 'suǒ',
0x2961F: 'lì',
0x29620: 'sōu',
0x29621: 'lì',
0x29624: 'yù',
0x29627: 'yì',
0x2962D: 'xiū',
0x2962E: 'áo',
0x2962F: 'tuán',
0x29630: 'sù',
0x29631: 'shuài',
0x29633: 'yù',
0x29635: 'fēng',
0x29639: 'sù',
0x2963A: 'tuí',
0x2963B: 'yù',
0x2963C: 'zhēng',
0x2963D: 'zhēng',
0x2963F: 'táo',
0x29644: 'liú',
0x29646: 'chéng',
0x29647: 'suí',
0x29648: 'sāo',
0x2964F: 'gǔ',
0x29650: 'fēng',
0x29651: 'liè',
0x29652: 'piāo,piào',
0x29656: 'lì',
0x29658: 'lóng',
0x29659: 'chū',
0x2965A: 'xiāo',
0x2965B: 'hōng',
0x2965C: 'xiè',
0x2965D: 'shè',
0x29660: 'lóng',
0x29661: 'hōu',
0x29662: 'xuán,shī',
0x29663: 'fēng',
0x29665: 'bá',
0x29666: 'bó',
0x29667: 'táo',
0x29668: 'sù',
0x29669: 'zhào',
0x2966A: 'biāo',
0x2966B: 'sōu',
0x2966C: 'tuí',
0x2966D: 'suǒ',
0x2966E: 'xiāo',
0x2966F: 'héng',
0x29670: 'sāo',
0x29672: 'fēi',
0x29677: 'niù',
0x29678: 'mǎng',
0x2967D: 'huán,xuān',
0x2967E: 'zhī',
0x29682: 'yì',
0x29684: 'yù',
0x29687: 'yí',
0x29688: 'yuē',
0x29689: 'chí',
0x29695: 'yǐn,qiāng',
0x29696: 'niù',
0x29697: 'rǒng',
0x2969B: 'nà',
0x296A3: 'tián',
0x296A5: 'bā',
0x296AA: 'ěr',
0x296AB: 'zhēng',
0x296AC: 'è',
0x296AD: 'póu',
0x296AE: 'jī,nì',
0x296AF: 'ní',
0x296B1: 'jiǒng',
0x296B2: 'jiá',
0x296B5: 'gān',
0x296B9: 'líng',
0x296BB: 'zuì',
0x296BE: 'bèi',
0x296C5: 'shū',
0x296C6: 'yǐ',
0x296C7: 'pāi',
0x296CB: 'nǎo',
0x296CC: 'shì',
0x296CE: 'mǎn',
0x296CF: 'shì',
0x296D1: 'tí',
0x296D8: 'gōng',
0x296DD: 'lèi',
0x296DE: 'bǎo,něi,piǎo',
0x296DF: 'yuān,mán',
0x296E0: 'zuō',
0x296E1: 'láng,náng',
0x296E2: 'xiū',
0x296E5: 'zài',
0x296E6: 'chèng',
0x296E7: 'jiān',
0x296E8: 'mào',
0x296E9: 'jiá',
0x296EA: 'yù',
0x296ED: 'yù',
0x296EE: 'yí',
0x296F2: 'māng',
0x296F3: 'zài,cān',
0x296F5: 'zhuì',
0x296F6: 'tí',
0x296F9: 'xì',
0x296FA: 'jú',
0x296FB: 'zàn,zuǎn,zhān',
0x296FC: 'lù',
0x296FD: 'táo',
0x29700: 'zhuì,duī',
0x29701: 'líng',
0x29703: 'jù',
0x29706: 'jī',
0x29707: 'juǎn,juàn',
0x2970A: 'zī',
0x2970C: 'yuē',
0x2970D: 'dōng',
0x29712: 'nǎng',
0x29716: 'chóng',
0x2971F: 'àng',
0x29723: 'gēng',
0x29725: 'bō',
0x29726: 'dìng',
0x29727: 'wěi',
0x2972C: 'quán',
0x2972D: 'kē',
0x29730: 'pì',
0x29731: 'kǎn,sǎn',
0x29732: 'fú',
0x29733: 'yǒng',
0x29735: 'tuán',
0x29736: 'tǒu',
0x29737: 'yòu,niù',
0x29738: 'yāo',
0x2973A: 'yē',
0x2973D: 'yàn',
0x29748: 'xián',
0x2974A: 'tí',
0x2974C: 'suì',
0x29750: 'cí',
0x29754: 'xǔ',
0x29755: 'wù',
0x29756: 'cān',
0x29757: 'yù',
0x2975A: 'chǎn',
0x2975B: 'xiá',
0x2975D: 'kào,gāo',
0x2975E: 'cāng',
0x2975F: 'chā',
0x29760: 'qiǔ',
0x29763: 'dā',
0x29765: 'sù',
0x29768: 'huā',
0x29777: 'wū',
0x29778: 'yuān',
0x2977D: 'jiàng',
0x2977E: 'xiǎng',
0x2977F: 'zhāi',
0x29780: 'sǎn,chěn,càn',
0x29781: 'mó,mí',
0x29783: 'shǎng,xiǎng',
0x29784: 'cáo',
0x29785: 'suī',
0x29786: 'chuáng',
0x29787: 'mí',
0x29788: 'zhú',
0x29789: 'chóng',
0x2978A: 'jì',
0x2978B: 'chóng',
0x29799: 'lián',
0x2979E: 'hài',
0x297A4: 'dūn',
0x297A5: 'xiǎng',
0x297A6: 'chēng',
0x297A7: 'shǎng',
0x297A8: 'lì',
0x297A9: 'huáng',
0x297AC: 'dèng',
0x297AF: 'liáng',
0x297B6: 'zā',
0x297BA: 'huò',
0x297BB: 'lín',
0x297BE: 'dú,yì',
0x297BF: 'hàn',
0x297C0: 'yōng,yǒng',
0x297C1: 'yuàn,xuàn',
0x297C2: 'guò',
0x297C3: 'líng',
0x297C5: 'liǎn',
0x297C7: 'ào',
0x297C8: 'dāng',
0x297C9: 'yì',
0x297CA: 'nóng',
0x297CB: 'shàn',
0x297CD: 'xìn',
0x297D0: 'dá',
0x297D1: 'yù',
0x297D2: 'cān',
0x297D3: 'wò',
0x297D4: 'chá',
0x297D5: 'bó',
0x297D7: 'jiǎn',
0x297DE: 'méng',
0x297DF: 'wěi',
0x297E0: 'mó',
0x297E5: 'shuì,juǎn',
0x297E6: 'jié',
0x297E7: 'shuò',
0x297E8: 'huò',
0x297EB: 'chuò',
0x297ED: 'lóng',
0x297EE: 'huài',
0x297F0: 'tuō',
0x297F3: 'yú',
0x297F6: 'chàn,jié',
0x297F7: 'yōng',
0x297F8: 'huò',
0x297FA: 'lǎn',
0x297FF: 'nà',
0x29800: 'bā',
0x29801: 'gān',
0x29802: 'yǐ',
0x29803: 'jiá',
0x29805: 'dá',
0x29806: 'dìng',
0x29807: 'xùn',
0x29808: 'rěn',
0x29809: 'juǎn',
0x2980A: 'tuán',
0x2980B: 'xǔ',
0x2980C: 'sòng',
0x2980E: 'cáo',
0x2980F: 'chēng',
0x29811: 'dǐng',
0x2981A: 'hái',
0x2981F: 'wǔ',
0x29826: 'qǐ,shǒu',
0x29828: 'jī,qǐ',
0x2982E: 'kuí',
0x2982F: 'wéi',
0x29836: 'shǒu',
0x29837: 'fú',
0x29839: 'tuán',
0x2983B: 'bié,hān',
0x2983D: 'tán',
0x2983E: 'hāng',
0x2983F: 'piē',
0x29843: 'yú',
0x29844: 'tán,xiāng',
0x2984C: 'xiāng',
0x2984E: 'xiū',
0x29853: 'wěng',
0x29854: 'hài',
0x29855: 'péng',
0x2985D: 'tán',
0x2985F: 'bié',
0x29860: 'xiāng',
0x29863: 'yǐ',
0x29866: 'piáo',
0x29867: 'huán',
0x29868: 'mǔ',
0x29869: 'bā',
0x2986B: 'fàn',
0x2986F: 'dīng',
0x29877: 'fēn,fèi',
0x2987A: 'jiè',
0x2987E: 'suó',
0x29884: 'wàn',
0x29885: 'gē',
0x29888: 'fēn',
0x2988A: 'tuó',
0x2988C: 'wén',
0x2988D: 'guā',
0x2988E: 'duō',
0x29890: 'zhé',
0x29891: 'cǐ',
0x29892: 'yǎo',
0x29894: 'bàn',
0x29895: 'bù',
0x29896: 'mò',
0x29898: 'pǒ',
0x2989B: 'gé',
0x2989E: 'liú',
0x298A1: 'rǎn',
0x298A8: 'gān',
0x298AA: 'hú',
0x298AB: 'móu',
0x298AE: 'xiū',
0x298AF: 'huāng',
0x298B0: 'fú',
0x298B1: 'huí',
0x298B3: 'qú',
0x298B4: 'jié,jí',
0x298B5: 'tuō',
0x298B6: 'yú',
0x298B7: 'mò',
0x298B8: 'zhōu',
0x298B9: 'jiù',
0x298BB: 'shú',
0x298BC: 'kuāng',
0x298BD: 'qióng',
0x298BE: 'liè',
0x298BF: 'fù',
0x298CA: 'xù',
0x298D6: 'lìn',
0x298D8: 'niè',
0x298DA: 'pī,bǐ',
0x298DC: 'fù',
0x298DD: 'bù',
0x298DE: 'yì,sà',
0x298E1: 'bó',
0x298E3: 'é,ě',
0x298E9: 'zhé',
0x298EB: 'lì',
0x298EE: 'tù',
0x298EF: 'dá',
0x298F1: 'lù',
0x298F2: 'yān',
0x298F3: 'dōng',
0x298F4: 'qiè',
0x298F5: 'wǎn,wò',
0x298F6: 'mǐng',
0x298F7: 'zuī,zhù',
0x298F8: 'fù',
0x298F9: 'qū',
0x298FA: 'bēn',
0x298FB: 'ǎo',
0x298FC: 'qiāng',
0x29901: 'qūn',
0x29908: 'què',
0x29909: 'huá,táo',
0x2990A: 'xiàn,jiàn',
0x2990B: 'kùn',
0x2990F: 'cuì',
0x29912: 'yí',
0x29916: 'chī,ér',
0x29917: 'zòng',
0x29918: 'nǎo',
0x29919: 'chéng',
0x2991A: 'duān',
0x2991B: 'yóng',
0x2991C: 'zhě',
0x2991E: 'tàn',
0x2991F: 'yáng',
0x29920: 'xié',
0x29921: 'xuān',
0x29923: 'duàn',
0x29924: 'shuǎ',
0x29925: 'xián',
0x29926: 'xián',
0x29929: 'é',
0x29932: 'lā',
0x29938: 'wèi',
0x29939: 'yōu',
0x2993A: 'yú',
0x2993D: 'tī',
0x2993F: 'jīn',
0x29941: 'táng',
0x29942: 'qí',
0x29944: 'diān',
0x29945: 'tāo',
0x29946: 'lǜ',
0x29947: 'zhàn',
0x29948: 'wēn',
0x29949: 'jì',
0x2994A: 'āo,jiāo',
0x2994B: 'òu,dú',
0x2994C: 'qià',
0x29950: 'shī',
0x29951: 'tǎ',
0x29954: 'mò',
0x29958: 'yóu',
0x29960: 'zhá',
0x29963: 'yáo',
0x2996B: 'chōng',
0x2996C: 'lí',
0x2996D: 'yú',
0x2996E: 'chǎn',
0x2996F: 'yī',
0x29972: 'chì',
0x29974: 'lí',
0x2997D: 'tú',
0x2997F: 'zú',
0x29982: 'xián',
0x29987: 'xì',
0x29989: 'bié',
0x2998A: 'hán,qiān',
0x2998B: 'qí',
0x2998C: 'sāng,shuāng',
0x2998E: 'fēi,fěi',
0x29990: 'shàn,huō',
0x29998: 'huān',
0x299A0: 'bàng',
0x299A1: 'yú',
0x299A2: 'yú',
0x299A4: 'jí',
0x299B1: 'kuǎi',
0x299B2: 'zōng',
0x299B9: 'xiàn',
0x299BA: 'méng',
0x299C3: 'lì',
0x299C4: 'zhì',
0x299C5: 'fán',
0x299C6: 'liè,là',
0x299C7: 'cài',
0x299C8: 'dú',
0x299C9: 'guāng',
0x299CA: 'xiòng',
0x299CB: 'lí',
0x299CC: 'qì',
0x299CF: 'jué',
0x299D0: 'tuō',
0x299D2: 'jù',
0x299D3: 'xiāo',
0x299D8: 'qú',
0x299DC: 'zhuǎn',
0x299E1: 'jué',
0x299E6: 'jiè',
0x299E8: 'zhòu',
0x299E9: 'xiàn',
0x299EA: 'lóng',
0x299EB: 'yǎng',
0x299EC: 'rǎn',
0x299ED: 'yì',
0x299EE: 'liè',
0x299EF: 'bō',
0x299F0: 'hún',
0x299F1: 'jì',
0x299F2: 'dòng',
0x299F3: 'zhōu',
0x299F4: 'quān',
0x299F5: 'jié',
0x299FA: 'jú',
0x299FC: 'bēn',
0x299FF: 'bī',
0x29A00: 'gé',
0x29A01: 'chǔn',
0x29A03: 'qián',
0x29A04: 'sōu',
0x29A05: 'wèi',
0x29A06: 'chéng',
0x29A07: 'lóu',
0x29A08: 'yú',
0x29A09: 'lā',
